CybORG v2.1, Scenario2, Commit Hash: Not using git
author: Johannes Loevenich, team: Team.KI, technique: PPO + Greedy decoys
wrappers: ChallengeWrapper2(env=env, agent_name='Blue')
steps: 30, adversary: B_lineAgent, mean: -5.585000000000001, standard deviation 3.8496589118224147
actions: [('DecoyFemitter User2', 'DiscoverRemoteSystems 10.0.214.176/28'), ('DecoyTomcat User2', 'DiscoverNetworkServices 10.0.214.187'), ('DecoyHarakaSMPT Enterprise0', 'ExploitRemoteService 10.0.214.187'), ('DecoyFemitter Enterprise1', 'PrivilegeEscalate User1'), ('Analyse User2', 'DiscoverNetworkServices 10.0.120.158'), ('Remove User3', 'ExploitRemoteService 10.0.120.158'), ('Remove User3', 'ExploitRemoteService 10.0.214.187'), ('Remove User3', 'PrivilegeEscalate User1'), ('Remove User3', 'DiscoverNetworkServices 10.0.120.158'), ('Remove User3', 'ExploitRemoteService 10.0.120.158'), ('Remove User3', 'ExploitRemoteService 10.0.214.187'), ('Remove User3', 'PrivilegeEscalate User1'), ('Remove User3', 'DiscoverNetworkServices 10.0.120.158'), ('Remove User3', 'ExploitRemoteService 10.0.120.158'), ('Remove User3', 'ExploitRemoteService 10.0.214.187'), ('Remove User3', 'PrivilegeEscalate User1'), ('Remove User3', 'DiscoverNetworkServices 10.0.120.158'), ('Remove User3', 'ExploitRemoteService 10.0.120.158'), ('Remove User3', 'ExploitRemoteService 10.0.214.187'), ('Remove User3', 'PrivilegeEscalate User1'), ('Remove User3', 'DiscoverNetworkServices 10.0.120.158'), ('Remove User3', 'ExploitRemoteService 10.0.120.158'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Remove User3', 'ExploitRemoteService 10.0.120.158'), ('Remove User3', 'ExploitRemoteService 10.0.214.187'), ('Remove User3', 'PrivilegeEscalate User1'), ('Remove User3', 'DiscoverNetworkServices 10.0.120.158'), ('Remove User3', 'ExploitRemoteService 10.0.120.158'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Remove User3', 'ExploitRemoteService 10.0.120.158')], total reward: -4.800000000000001
actions: [('DecoyFemitter User2', 'DiscoverRemoteSystems 10.0.138.0/28'), ('DecoyTomcat User2', 'DiscoverNetworkServices 10.0.138.3'), ('DecoyHarakaSMPT Enterprise0', 'ExploitRemoteService 10.0.138.3'), ('DecoyTomcat Enterprise0', 'PrivilegeEscalate User4'), ('DecoyVsftpd Enterprise0', 'DiscoverNetworkServices 10.0.18.67'), ('DecoyHarakaSMPT Defender', 'ExploitRemoteService 10.0.18.67'), ('DecoyTomcat Defender', 'ExploitRemoteService 10.0.138.3'), ('Analyse User2', 'PrivilegeEscalate User4'), ('DecoyApache Enterprise0', 'DiscoverNetworkServices 10.0.18.67'), ('DecoyApache Defender', 'ExploitRemoteService 10.0.18.67'), ('DecoyVsftpd Defender', 'ExploitRemoteService 10.0.138.3'), ('Remove User2', 'PrivilegeEscalate User4'), ('Remove User3', 'DiscoverNetworkServices 10.0.18.67'), ('DecoyApache User2', 'ExploitRemoteService 10.0.18.67'), ('DecoySSHD User2', 'ExploitRemoteService 10.0.138.3'), ('Remove User2', 'PrivilegeEscalate User4'), ('Remove User3', 'DiscoverNetworkServices 10.0.18.67'), ('Remove Defender', 'ExploitRemoteService 10.0.18.67'), ('Remove Defender', 'ExploitRemoteService 10.0.138.3'), ('Remove User2', 'PrivilegeEscalate User4'), ('Remove User3', 'DiscoverNetworkServices 10.0.18.67'), ('Remove Defender', 'ExploitRemoteService 10.0.18.67'), ('Remove Defender', 'ExploitRemoteService 10.0.138.3'), ('Remove User2', 'PrivilegeEscalate User4'), ('Remove User3', 'DiscoverNetworkServices 10.0.18.67'), ('Remove Defender', 'ExploitRemoteService 10.0.18.67'), ('Remove Defender', 'ExploitRemoteService 10.0.138.3'), ('Remove User2', 'PrivilegeEscalate User4'), ('Remove User3', 'DiscoverNetworkServices 10.0.18.67'), ('Remove Defender', 'ExploitRemoteService 10.0.18.67')], total reward: -2.8000000000000003
actions: [('DecoyFemitter User2', 'DiscoverRemoteSystems 10.0.177.112/28'), ('DecoyTomcat User2', 'DiscoverNetworkServices 10.0.177.117'), ('DecoyHarakaSMPT Enterprise0', 'ExploitRemoteService 10.0.177.117'), ('DecoyTomcat Enterprise0', 'PrivilegeEscalate User4'), ('DecoyVsftpd Enterprise0', 'DiscoverNetworkServices 10.0.165.215'), ('DecoyHarakaSMPT Defender', 'ExploitRemoteService 10.0.165.215'), ('DecoyTomcat Defender', 'ExploitRemoteService 10.0.177.117'), ('Remove User2', 'PrivilegeEscalate User4'), ('Remove User3', 'DiscoverNetworkServices 10.0.165.215'), ('DecoyApache Defender', 'ExploitRemoteService 10.0.165.215'), ('DecoyVsftpd Defender', 'ExploitRemoteService 10.0.177.117'), ('Remove User2', 'PrivilegeEscalate User4'), ('Remove User3', 'DiscoverNetworkServices 10.0.165.215'), ('DecoyApache User2', 'ExploitRemoteService 10.0.165.215'), ('DecoySSHD User2', 'ExploitRemoteService 10.0.177.117'), ('Remove User2', 'PrivilegeEscalate User4'), ('Remove User3', 'DiscoverNetworkServices 10.0.165.215'), ('Remove Defender', 'ExploitRemoteService 10.0.165.215'), ('Remove Defender', 'ExploitRemoteService 10.0.177.117'), ('Remove User2', 'PrivilegeEscalate User4'), ('Remove User3', 'DiscoverNetworkServices 10.0.165.215'), ('Remove Defender', 'ExploitRemoteService 10.0.165.215'), ('Remove Defender', 'ExploitRemoteService 10.0.177.117'), ('Remove User2', 'PrivilegeEscalate User4'), ('Remove User3', 'DiscoverNetworkServices 10.0.165.215'), ('Remove Defender', 'ExploitRemoteService 10.0.165.215'), ('Remove Defender', 'ExploitRemoteService 10.0.177.117'), ('Remove User2', 'PrivilegeEscalate User4'), ('Remove User3', 'DiscoverNetworkServices 10.0.165.215'), ('Remove Defender', 'ExploitRemoteService 10.0.165.215')], total reward: -2.7
actions: [('DecoyFemitter User2', 'DiscoverRemoteSystems 10.0.43.160/28'), ('DecoyTomcat User2', 'DiscoverNetworkServices 10.0.43.163'), ('DecoyHarakaSMPT Enterprise0', 'ExploitRemoteService 10.0.43.163'), ('DecoyTomcat Enterprise0', 'PrivilegeEscalate User4'), ('DecoyVsftpd Enterprise0', 'DiscoverNetworkServices 10.0.145.18'), ('DecoyHarakaSMPT Defender', 'ExploitRemoteService 10.0.145.18'), ('DecoyTomcat Defender', 'ExploitRemoteService 10.0.43.163'), ('Remove User2', 'PrivilegeEscalate User4'), ('Remove User3', 'DiscoverNetworkServices 10.0.145.18'), ('DecoyApache Defender', 'ExploitRemoteService 10.0.145.18'), ('DecoyVsftpd Defender', 'ExploitRemoteService 10.0.43.163'), ('Remove User2', 'PrivilegeEscalate User4'), ('Remove User3', 'DiscoverNetworkServices 10.0.145.18'), ('DecoyApache User2', 'ExploitRemoteService 10.0.145.18'), ('DecoySSHD User2', 'ExploitRemoteService 10.0.43.163'), ('Remove User2', 'PrivilegeEscalate User4'), ('Remove User3', 'DiscoverNetworkServices 10.0.145.18'), ('Remove Defender', 'ExploitRemoteService 10.0.145.18'), ('Remove Defender', 'ExploitRemoteService 10.0.43.163'), ('Remove User2', 'PrivilegeEscalate User4'), ('Remove User3', 'DiscoverNetworkServices 10.0.145.18'), ('Remove Defender', 'ExploitRemoteService 10.0.145.18'), ('Remove Defender', 'ExploitRemoteService 10.0.43.163'), ('Remove User2', 'PrivilegeEscalate User4'), ('Remove User3', 'DiscoverNetworkServices 10.0.145.18'), ('Remove Defender', 'ExploitRemoteService 10.0.145.18'), ('Remove Defender', 'ExploitRemoteService 10.0.43.163'), ('Remove User2', 'PrivilegeEscalate User4'), ('Remove User3', 'DiscoverNetworkServices 10.0.145.18'), ('Remove Defender', 'ExploitRemoteService 10.0.145.18')], total reward: -2.8000000000000003
actions: [('DecoyFemitter User2', 'DiscoverRemoteSystems 10.0.222.160/28'), ('DecoyTomcat User2', 'DiscoverNetworkServices 10.0.222.171'), ('DecoyHarakaSMPT Enterprise0', 'ExploitRemoteService 10.0.222.171'), ('DecoyFemitter Enterprise1', 'PrivilegeEscalate User1'), ('Analyse User2', 'DiscoverNetworkServices 10.0.180.69'), ('Remove User3', 'ExploitRemoteService 10.0.180.69'), ('Remove User3', 'ExploitRemoteService 10.0.222.171'), ('Remove User3', 'PrivilegeEscalate User1'), ('Remove User3', 'DiscoverNetworkServices 10.0.180.69'), ('Remove User3', 'ExploitRemoteService 10.0.180.69'), ('Remove User3', 'ExploitRemoteService 10.0.222.171'), ('Remove User3', 'PrivilegeEscalate User1'), ('Remove User3', 'DiscoverNetworkServices 10.0.180.69'), ('Remove User3', 'ExploitRemoteService 10.0.180.69'), ('Remove User3', 'ExploitRemoteService 10.0.222.171'), ('Remove User3', 'PrivilegeEscalate User1'), ('Remove User3', 'DiscoverNetworkServices 10.0.180.69'), ('Remove User3', 'ExploitRemoteService 10.0.180.69'), ('Remove User3', 'ExploitRemoteService 10.0.222.171'), ('Remove User3', 'PrivilegeEscalate User1'), ('Remove User3', 'DiscoverNetworkServices 10.0.180.69'), ('Remove User3', 'ExploitRemoteService 10.0.180.69'), ('Remove User3', 'ExploitRemoteService 10.0.222.171'), ('Remove User3', 'PrivilegeEscalate User1'), ('Remove User3', 'DiscoverNetworkServices 10.0.180.69'), ('Remove User3', 'ExploitRemoteService 10.0.180.69'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Remove User3', 'ExploitRemoteService 10.0.180.69'), ('Remove User3', 'ExploitRemoteService 10.0.222.171'), ('Remove User3', 'PrivilegeEscalate User1')], total reward: -3.7
actions: [('DecoyFemitter User2', 'DiscoverRemoteSystems 10.0.83.48/28'), ('DecoyTomcat User2', 'DiscoverNetworkServices 10.0.83.56'), ('DecoyHarakaSMPT Enterprise0', 'ExploitRemoteService 10.0.83.56'), ('DecoyTomcat Enterprise0', 'PrivilegeEscalate User3'), ('DecoyVsftpd Enterprise0', 'DiscoverNetworkServices 10.0.124.54'), ('DecoyApache User2', 'ExploitRemoteService 10.0.124.54'), ('DecoySSHD User2', 'ExploitRemoteService 10.0.83.56'), ('Remove User3', 'PrivilegeEscalate User3'), ('Remove User3', 'DiscoverNetworkServices 10.0.124.54'), ('Remove Enterprise1', 'ExploitRemoteService 10.0.124.54'), ('Remove Enterprise1', 'ExploitRemoteService 10.0.83.56'), ('Remove User3', 'PrivilegeEscalate User3'), ('Remove User3', 'DiscoverNetworkServices 10.0.124.54'), ('Remove Enterprise1', 'ExploitRemoteService 10.0.124.54'), ('Remove Enterprise1', 'ExploitRemoteService 10.0.83.56'), ('Remove User3', 'PrivilegeEscalate User3'), ('Remove User3', 'DiscoverNetworkServices 10.0.124.54'), ('Remove Enterprise1', 'ExploitRemoteService 10.0.124.54'), ('Restore Enterprise0', 'PrivilegeEscalate Enterprise0'), ('Remove User3', 'ExploitRemoteService 10.0.124.54'), ('Remove User3', 'ExploitRemoteService 10.0.83.56'), ('Remove User3', 'PrivilegeEscalate User3'), ('Remove User3', 'DiscoverNetworkServices 10.0.124.54'), ('Remove Enterprise1', 'ExploitRemoteService 10.0.124.54'), ('Restore Enterprise0', 'PrivilegeEscalate Enterprise0'), ('Remove User3', 'ExploitRemoteService 10.0.124.54'), ('Restore Enterprise0', 'PrivilegeEscalate Enterprise0'), ('Remove User3', 'ExploitRemoteService 10.0.124.54'), ('Restore Enterprise0', 'PrivilegeEscalate Enterprise0'), ('Remove User3', 'ExploitRemoteService 10.0.124.54')], total reward: -6.7
actions: [('DecoyFemitter User2', 'DiscoverRemoteSystems 10.0.211.224/28'), ('DecoyTomcat User2', 'DiscoverNetworkServices 10.0.211.229'), ('DecoyHarakaSMPT Enterprise0', 'ExploitRemoteService 10.0.211.229'), ('DecoyTomcat Enterprise0', 'PrivilegeEscalate User3'), ('DecoyVsftpd Enterprise0', 'DiscoverNetworkServices 10.0.98.252'), ('DecoyApache User2', 'ExploitRemoteService 10.0.98.252'), ('DecoySSHD User2', 'ExploitRemoteService 10.0.211.229'), ('Remove User3', 'PrivilegeEscalate User3'), ('Remove User3', 'DiscoverNetworkServices 10.0.98.252'), ('Remove Enterprise1', 'ExploitRemoteService 10.0.98.252'), ('Remove Enterprise1', 'ExploitRemoteService 10.0.211.229'), ('Remove User3', 'PrivilegeEscalate User3'), ('Remove User3', 'DiscoverNetworkServices 10.0.98.252'), ('Remove Enterprise1', 'ExploitRemoteService 10.0.98.252'), ('Remove Enterprise1', 'ExploitRemoteService 10.0.211.229'), ('Remove User3', 'PrivilegeEscalate User3'), ('Remove User3', 'DiscoverNetworkServices 10.0.98.252'), ('Remove Enterprise1', 'ExploitRemoteService 10.0.98.252'), ('Restore Enterprise0', 'PrivilegeEscalate Enterprise0'), ('Remove User3', 'ExploitRemoteService 10.0.98.252'), ('Remove User3', 'ExploitRemoteService 10.0.211.229'), ('Remove User3', 'PrivilegeEscalate User3'), ('Remove User3', 'DiscoverNetworkServices 10.0.98.252'), ('Remove Enterprise1', 'ExploitRemoteService 10.0.98.252'), ('Restore Enterprise0', 'PrivilegeEscalate Enterprise0'), ('Remove User3', 'ExploitRemoteService 10.0.98.252'), ('Restore Enterprise0', 'PrivilegeEscalate Enterprise0'), ('Remove User3', 'ExploitRemoteService 10.0.98.252'), ('Restore Enterprise0', 'PrivilegeEscalate Enterprise0'), ('Remove User3', 'ExploitRemoteService 10.0.98.252')], total reward: -6.800000000000001
actions: [('DecoyFemitter User2', 'DiscoverRemoteSystems 10.0.252.112/28'), ('DecoyTomcat User2', 'DiscoverNetworkServices 10.0.252.125'), ('DecoyHarakaSMPT Enterprise0', 'ExploitRemoteService 10.0.252.125'), ('DecoyTomcat Enterprise0', 'PrivilegeEscalate User3'), ('DecoyVsftpd Enterprise0', 'DiscoverNetworkServices 10.0.15.58'), ('DecoyApache User2', 'ExploitRemoteService 10.0.15.58'), ('DecoySSHD User2', 'ExploitRemoteService 10.0.252.125'), ('Remove User3', 'PrivilegeEscalate User3'), ('Remove User3', 'DiscoverNetworkServices 10.0.15.58'), ('Remove Enterprise1', 'ExploitRemoteService 10.0.15.58'), ('Remove Enterprise1', 'ExploitRemoteService 10.0.252.125'), ('Remove User3', 'PrivilegeEscalate User3'), ('Remove User3', 'DiscoverNetworkServices 10.0.15.58'), ('Remove Enterprise1', 'ExploitRemoteService 10.0.15.58'), ('Remove Enterprise1', 'ExploitRemoteService 10.0.252.125'), ('Remove User3', 'ExploitRemoteService 10.0.252.125'), ('Remove User3', 'PrivilegeEscalate User3'), ('Remove User3', 'DiscoverNetworkServices 10.0.15.58'), ('Remove Enterprise1', 'ExploitRemoteService 10.0.15.58'), ('Remove Enterprise1', 'ExploitRemoteService 10.0.252.125'), ('DecoyVsftpd User4', 'PrivilegeEscalate User3'), ('Remove User3', 'DiscoverNetworkServices 10.0.15.58'), ('Remove Enterprise1', 'ExploitRemoteService 10.0.15.58'), ('Remove Enterprise1', 'ExploitRemoteService 10.0.252.125'), ('Remove User3', 'PrivilegeEscalate User3'), ('Remove User3', 'DiscoverNetworkServices 10.0.15.58'), ('Remove Enterprise1', 'ExploitRemoteService 10.0.15.58'), ('Remove Enterprise1', 'ExploitRemoteService 10.0.252.125'), ('Remove User3', 'PrivilegeEscalate User3'), ('Remove User3', 'DiscoverNetworkServices 10.0.15.58')], total reward: -2.8000000000000003
actions: [('DecoyFemitter User2', 'DiscoverRemoteSystems 10.0.159.80/28'), ('DecoyTomcat User2', 'DiscoverNetworkServices 10.0.159.92'), ('DecoyHarakaSMPT Enterprise0', 'ExploitRemoteService 10.0.159.92'), ('DecoyTomcat Enterprise0', 'PrivilegeEscalate User4'), ('DecoyVsftpd Enterprise0', 'DiscoverNetworkServices 10.0.112.244'), ('DecoyHarakaSMPT Defender', 'ExploitRemoteService 10.0.112.244'), ('DecoyTomcat Defender', 'ExploitRemoteService 10.0.159.92'), ('Remove User2', 'PrivilegeEscalate User4'), ('Remove User3', 'DiscoverNetworkServices 10.0.112.244'), ('DecoyApache Defender', 'ExploitRemoteService 10.0.112.244'), ('DecoyVsftpd Defender', 'ExploitRemoteService 10.0.159.92'), ('Remove User2', 'PrivilegeEscalate User4'), ('Remove User3', 'DiscoverNetworkServices 10.0.112.244'), ('DecoyApache User2', 'ExploitRemoteService 10.0.112.244'), ('DecoySSHD User2', 'ExploitRemoteService 10.0.159.92'), ('Remove User2', 'PrivilegeEscalate User4'), ('Remove User3', 'DiscoverNetworkServices 10.0.112.244'), ('Remove Defender', 'ExploitRemoteService 10.0.112.244'), ('Remove Defender', 'ExploitRemoteService 10.0.159.92'), ('Remove User2', 'PrivilegeEscalate User4'), ('Remove User3', 'DiscoverNetworkServices 10.0.112.244'), ('Remove Defender', 'ExploitRemoteService 10.0.112.244'), ('Remove Defender', 'ExploitRemoteService 10.0.159.92'), ('Analyse User2', 'PrivilegeEscalate User4'), ('DecoyApache Enterprise0', 'DiscoverNetworkServices 10.0.112.244'), ('Remove Defender', 'ExploitRemoteService 10.0.112.244'), ('Remove Defender', 'ExploitRemoteService 10.0.159.92'), ('Remove User2', 'PrivilegeEscalate User4'), ('Remove User3', 'DiscoverNetworkServices 10.0.112.244'), ('Remove Defender', 'ExploitRemoteService 10.0.112.244')], total reward: -2.7
actions: [('DecoyFemitter User2', 'DiscoverRemoteSystems 10.0.40.16/28'), ('DecoyTomcat User2', 'DiscoverNetworkServices 10.0.40.22'), ('DecoyHarakaSMPT Enterprise0', 'ExploitRemoteService 10.0.40.22'), ('DecoyTomcat Enterprise0', 'PrivilegeEscalate User4'), ('DecoyVsftpd Enterprise0', 'DiscoverNetworkServices 10.0.194.173'), ('DecoyHarakaSMPT Defender', 'ExploitRemoteService 10.0.194.173'), ('DecoyTomcat Defender', 'ExploitRemoteService 10.0.40.22'), ('Remove User2', 'PrivilegeEscalate User4'), ('Remove User3', 'DiscoverNetworkServices 10.0.194.173'), ('DecoyApache Defender', 'ExploitRemoteService 10.0.194.173'), ('DecoyVsftpd Defender', 'ExploitRemoteService 10.0.40.22'), ('Remove User2', 'PrivilegeEscalate User4'), ('Remove User3', 'DiscoverNetworkServices 10.0.194.173'), ('DecoyApache User2', 'ExploitRemoteService 10.0.194.173'), ('DecoySSHD User2', 'ExploitRemoteService 10.0.40.22'), ('Remove User2', 'PrivilegeEscalate User4'), ('Remove User3', 'DiscoverNetworkServices 10.0.194.173'), ('Remove Defender', 'ExploitRemoteService 10.0.194.173'), ('Remove Defender', 'ExploitRemoteService 10.0.40.22'), ('Remove User2', 'PrivilegeEscalate User4'), ('Remove User3', 'DiscoverNetworkServices 10.0.194.173'), ('Remove Defender', 'ExploitRemoteService 10.0.194.173'), ('Remove Defender', 'ExploitRemoteService 10.0.40.22'), ('Remove User2', 'PrivilegeEscalate User4'), ('Remove User3', 'DiscoverNetworkServices 10.0.194.173'), ('Remove Defender', 'ExploitRemoteService 10.0.194.173'), ('Remove Defender', 'ExploitRemoteService 10.0.40.22'), ('Remove User2', 'PrivilegeEscalate User4'), ('Remove User3', 'DiscoverNetworkServices 10.0.194.173'), ('Remove Defender', 'ExploitRemoteService 10.0.194.173')], total reward: -2.8000000000000003
actions: [('DecoyFemitter User2', 'DiscoverRemoteSystems 10.0.13.240/28'), ('DecoyTomcat User2', 'DiscoverNetworkServices 10.0.13.244'), ('DecoyHarakaSMPT Enterprise0', 'ExploitRemoteService 10.0.13.244'), ('DecoyFemitter Enterprise1', 'PrivilegeEscalate User1'), ('Analyse User2', 'DiscoverNetworkServices 10.0.95.108'), ('Remove User3', 'ExploitRemoteService 10.0.95.108'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Remove User3', 'ExploitRemoteService 10.0.95.108'), ('Remove User3', 'ExploitRemoteService 10.0.13.244'), ('Remove User3', 'PrivilegeEscalate User1'), ('Remove User3', 'DiscoverNetworkServices 10.0.95.108'), ('Remove User3', 'ExploitRemoteService 10.0.95.108'), ('Remove User3', 'PrivilegeEscalate Enterprise1'), ('Remove User3', 'DiscoverRemoteSystems 10.0.95.96/28'), ('Remove User3', 'DiscoverNetworkServices 10.0.95.103'), ('Restore Enterprise1', 'ExploitRemoteService 10.0.95.103'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise2'), ('Restore Enterprise2', 'DiscoverNetworkServices 10.0.128.61'), ('Remove Op_Server0', 'DiscoverNetworkServices 10.0.13.244'), ('Remove User3', 'ExploitRemoteService 10.0.13.244'), ('DecoyVsftpd User4', 'PrivilegeEscalate User1'), ('Analyse User2', 'DiscoverNetworkServices 10.0.95.108'), ('Remove User3', 'ExploitRemoteService 10.0.95.108'), ('Remove User3', 'ExploitRemoteService 10.0.13.244'), ('Remove User3', 'PrivilegeEscalate User1'), ('Remove User3', 'DiscoverNetworkServices 10.0.95.108'), ('Remove User3', 'ExploitRemoteService 10.0.95.108'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Remove User3', 'ExploitRemoteService 10.0.95.108'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1')], total reward: -12.700000000000001
